cntdir,co_name,tolmt,fromlmt,route,mcd,comments,lat,adb,setyear,long,recordnum,indir,report,setdate,type,mun_name,road,outdir
east,Delaware,blunston ave,woodlawn ave,0,4204515232,,39.911625,4,2012,-75.281657,84543,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84543,3/7/12,Bicycle 1,Collingdale Borough,andrews ave eastbound lanes
west,Delaware,clifton ave,woodlawn ave,0,4204515232,,39.917455,1,2012,-75.285358,84574,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84574,1/10/12,Bicycle 1,Collingdale Borough,spruce st westbound lanes
south,Philadelphia,pratt st,dyre st,0,4210160114,"Monday October 10, 2011: Columbus Day Holiday",40.021943,40,2011,-75.078852,81668,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81668,10/5/11,Bicycle 1,Lower Northeast,frankford ave southbound lanes
east,Philadelphia,59th st,60th st,0,4210160111,,39.956436,13,2012,-75.240963,84487,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84487,2/28/12,Bicycle 1,West,spruce st eastbound lanes
east,Mercer,nj 33 greenwood ave,hollywood ave,0,3402174000,,40.217586,18,2012,-74.75294,88152,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88152,3/28/12,Bicycle 1,Trenton City,walnut ave eastbound lanes
east,Delaware,girard ave,woodlawn ave,0,4204515232,,39.916772,2,2012,-75.285004,84567,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84567,3/6/12,Bicycle 1,Collingdale Borough,broad st eastbound lanes
north,Mercer,cr 635 e state st,yard ave,0,3402174000,,40.220478,39,2012,-74.755257,88109,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88109,3/28/12,Bicycle 1,Trenton City,s clinton ave northbound lanes
north,Mercer,raoul wallenberg blvd,nj 33 greenwood ave,0,3402174000,,40.217488,28,2011,-74.754667,88111,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88111,3/28/11,Bicycle 1,Trenton City,s clinton ave northbound lanes
south,Mercer,raoul wallenberg blvd,nj 33 greenwood ave,0,3402174000,,40.217455,13,2012,-74.754807,88112,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88112,3/28/12,Bicycle 1,Trenton City,s clinton ave southbound lanes
east,Mercer,s clinton ave,nj 33 market st,0,3402174000,,40.218741,4,2012,-74.755633,88113,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88113,3/28/12,Bicycle 1,Trenton City,barlow st eastbound lanes
east,Philadelphia,15th st,16th st,0,4210160103,,39.962665,164,2012,-75.163897,84256,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84256,2/7/12,Bicycle 1,Central,spring garden st eastbound lanes
west,Philadelphia,front st,lehigh ave,0,4210160109,,39.988074,83,2012,-75.128798,89742,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=89742,5/11/12,Bicycle 1,River Wards,kensington ave westbound lanes
east,Philadelphia,6th st,7th st,0,4210160112,,39.935293,222,2012,-75.154692,85806,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=85806,2/4/12,Bicycle 1,South,washington ave eastbound lanes
west,Philadelphia,pa 291 broad st,15th st,0,4210160103,,39.938007,201,2012,-75.167631,85811,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=85811,2/3/12,Bicycle 1,Central,washington ave westbound lanes
north,Philadelphia,sansom st,walnut st,0,4210160103,"Monday February 20, 2012: Presidents Day Holiday",39.949455,442,2012,-75.16203,85814,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=85814,2/21/12,Bicycle 1,Central,13th st
north,Philadelphia,ellsworth st,federal st,0,4210160112,,39.935852,330,2012,-75.164992,85820,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=85820,4/11/12,Bicycle 1,South,13th st
east,Philadelphia,34th st,36th st walk,0,4210160110,,39.950732,638,2012,-75.19514,85825,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=85825,4/11/12,Bicycle 1,University - Southwest,spruce st eastbound lanes
north,Camden,browning st,sayre ave,605,3400710000,,39.921335,9,2012,-75.103553,90301,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90301,5/17/12,Bicycle 1,Camden City,mt ephraim ave northbound lanes
south,Camden,spruce st,walnut st,605,3400710000,,39.934988,12,2012,-75.110414,90310,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90310,5/17/12,Bicycle 1,Camden City,mt ephraim ave southbound lanes
west,Mercer,hollywood ave,chestnut ave,0,3402174000,,40.219765,4,2012,-74.751052,88151,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88151,3/28/12,Bicycle 1,Trenton City,walnut ave westbound lanes
south,Mercer,cr 635 e state st,yard ave,0,3402174000,,40.220609,7,2012,-74.752682,88149,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88149,4/26/12,Bicycle 1,Trenton City,raoul wallenberg blvd southbound lanes
north,Camden,cr 628 n park dr,cr 629 s park dr,636,3400712280,SPECIAL EVENT: IRA Regatta,39.9243077,32,2012,-75.05523434,90663,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90663,5/31/12,Bicycle 1,Cherry Hill Township,cuthbert blvd northbound lanes
east,Camden,cr 636 cuthbert blvd,harding ave,629,3400728740,SPECIAL EVENT: IRA Regatta,39.92321951,8,2012,-75.057635,90667,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90667,5/31/12,Bicycle 1,Haddon Township,s park dr eastbound lanes
east,Philadelphia,girard ave,flora st,0,4210160109,,39.97053,47,2011,-75.130654,81579,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81579,11/29/11,Bicycle 1,River Wards,columbia ave
north,Philadelphia,bloomfield ave,pennypack creek bridge,0,4210160118,,40.089038,12,2012,-75.057403,81671,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81671,3/15/12,Bicycle 1,Central Northeast,verree rd northbound lanes
east,Philadelphia,front st,lehigh ave,0,4210160109,,39.988042,79,2012,-75.128701,89741,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=89741,5/11/12,Bicycle 1,River Wards,kensington ave eastbound lanes
east,Philadelphia,clearfield st,cambria st,0,4210160101,Tube Cut,39.994367,101,2012,-75.117168,89745,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=89745,5/11/12,Bicycle 1,North,kensington ave eastbound lanes
west,Philadelphia,clearfield st,cambria st,0,4210160101,Tube cut,39.994416,110,2012,-75.11727,89746,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=89746,5/11/12,Bicycle 1,North,kensington ave westbound lanes
west,Philadelphia,6th st,7th st,0,4210160112,,39.935383,158,2012,-75.154606,85807,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=85807,2/4/12,Bicycle 1,South,washington ave westbound lanes
east,Philadelphia,pa 291 broad st,15th st,0,4210160112,,39.937942,200,2012,-75.167663,85810,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=85810,3/13/12,Bicycle 1,South,washington ave eastbound lanes
south,Camden,browning st,sayre ave,605,3400710000,,39.921335,11,2012,-75.103639,90302,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90302,5/17/12,Bicycle 1,Camden City,mt ephraim ave southbound lanes
north,Camden,cr 628 n park dr,cr 629 s park dr,636,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92430077,15,2012,-75.05523434,91572,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91572,7/12/12,Bicycle 1,Cherry Hill Township,cuthbert blvd northbound lanes
west,Camden,donahue ave,bishops view cir,628,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92780805,14,2012,-75.06003478,91583,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91583,7/13/12,Bicycle 1,Cherry Hill Township,n park dr westbound lanes
east,Camden,hoffman ave,donahue ave,628,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92707369,41,2012,-75.05842439,91586,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91586,7/13/12,Bicycle 1,Cherry Hill Township,n park dr eastbound lanes
west,Camden,hoffman ave,donahue ave,0,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.926987,27,2012,-75.058476,91589,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91589,7/13/12,Bicycle 1,Cherry Hill Township,n park dr trail eastbound
east,Camden,cr 636 cuthbert blvd,harding ave,629,3400728740,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92331,32,2012,-75.157674,91565,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91565,7/12/12,Bicycle 1,Haddon Township,s park dr recreational path eb
south,Camden,cr 628 n park dr,cr 629 s park dr,636,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92505,80,2012,-75.055279,91569,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91569,7/12/12,Bicycle 1,Cherry Hill Township,cuthbert blvd west sidewalk sb
south,Camden,cr 628 n park dr,cr 629 s park dr,636,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92430077,109,2012,-75.05523434,91573,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91573,7/12/12,Bicycle 1,Cherry Hill Township,cuthbert blvd southbound lanes
west,Camden,cr 636 cuthbert blvd,harding ave,629,3400728740,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92321951,177,2012,-75.057635,91577,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91577,7/12/12,Bicycle 1,Haddon Township,s park dr westbound lanes
east,Camden,donahue ave,bishops view cir,628,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92780805,199,2012,-75.06003478,91582,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91582,7/13/12,Bicycle 1,Cherry Hill Township,n park dr eastbound lanes
east,Camden,donahue ave,bishops view cir,0,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.927776,30,2012,-75.060206,91584,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91584,7/13/12,Bicycle 1,Cherry Hill Township,n park dr trail eastbound
west,Camden,donahue ave,bishops view cir,0,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.927776,23,2012,-75.060206,91585,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91585,7/13/12,Bicycle 1,Cherry Hill Township,n park dr trail westbound
west,Camden,hoffman ave,donahue ave,628,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92707369,28,2012,-75.05842439,91587,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91587,7/13/12,Bicycle 1,Cherry Hill Township,n park dr westbound lanes
east,Camden,hoffman ave,donahue ave,0,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.926987,33,2012,-75.058476,91588,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91588,7/13/12,Bicycle 1,Cherry Hill Township,n park dr trail eastbound
east,Camden,cr 636 cuthbert blvd,harding ave,629,3400728740,SPECIAL EVENT: IRA Regatta,39.92331,77,2012,-75.157674,90813,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90813,5/31/12,Bicycle 1,Haddon Township,s park dr recreational path eb
west,Camden,cr 636 cuthbert blvd,harding ave,629,3400728740,SPECIAL EVENT: IRA Regatta,39.92331,98,2012,-75.157674,90814,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90814,5/31/12,Bicycle 1,Haddon Township,s park dr recreational path wb
north,Camden,cr 628 n park dr,cr 629 s park dr,636,3400712280,SPECIAL EVENT: IRA Regatta,39.92505,84,2012,-75.055279,90816,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90816,5/31/12,Bicycle 1,Cherry Hill Township,cuthbert blvd west sidewalk nb
south,Camden,cr 628 n park dr,cr 629 s park dr,636,3400712280,SPECIAL EVENT: IRA Regatta,39.92505,119,2012,-75.055279,90817,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90817,5/31/12,Bicycle 1,Cherry Hill Township,cuthbert blvd west sidewalk sb
east,Chester,mill la,church rd,0,4202922056,,40.048963,67,2012,-75.555832,93284,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=93284,10/3/12,Bicycle 1,East Whiteland Township,chester valley trail eastbound
west,Chester,mill la,church rd,0,4202922056,,40.048963,62,2012,-75.555832,93285,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=93285,10/3/12,Bicycle 1,East Whiteland Township,chester valley trail westbound
east,Chester,valley creek blvd,church farm la,0,4202984192,,40.037949,66,2012,-75.595583,93287,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=93287,10/3/12,Bicycle 1,West Whiteland Township,chester valley trail eastbound
east,Chester,pa 29 morehall rd,little valley creek bridge,0,4202922056,,40.048405,51,2012,-75.524729,93281,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=93281,10/3/12,Bicycle 1,East Whiteland Township,chester valley trail eastbound
west,Chester,pa 29 morehall rd,little valley creek bridge,0,4202922056,,40.048405,50,2012,-75.524729,93282,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=93282,10/3/12,Bicycle 1,East Whiteland Township,chester valley trail westbound
west,Camden,cr 636 cuthbert blvd,harding ave,629,3400728740,SPECIAL EVENT: IRA Regatta,39.92321951,209,2012,-75.057635,90668,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90668,5/31/12,Bicycle 1,Haddon Township,s park dr westbound lanes
north,Camden,spruce st,walnut st,605,3400710000,,39.935001,9,2012,-75.110334,90309,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=90309,5/17/12,Bicycle 1,Camden City,mt ephraim ave northbound lanes
west,Delaware,springfield rd,elm ave,0,4204500676,,39.923984,10,2012,-75.283502,92062,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=92062,8/9/12,Bicycle 1,Aldan Borough,providence rd westbound lane
east,Delaware,kenyon ave,rutgers ave,0,4204575648,,39.896913,25,2012,-75.34758,92063,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=92063,8/9/12,Bicycle 1,Swarthmore Borough,yale ave eastbound lane
west,Delaware,kenyon ave,rutgers ave,0,4204575648,,39.896975,22,2012,-75.347596,92064,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=92064,8/9/12,Bicycle 1,Swarthmore Borough,yale ave westbound lane
south,Philadelphia,kingsessing ave,chester ave,0,4210160110,,39.935194,4,2013,-75.22797,101550,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101550,6/5/13,Bicycle 1,University - Southwest,58th st southbound lane
south,Philadelphia,53rd st,lindbergh blvd,0,4210160110,,39.933137,3,2013,-75.214478,101554,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101554,6/6/13,Bicycle 1,University - Southwest,harley ave southbound lane
north,Philadelphia,lindbergh blvd,elmwood ave,0,4210160110,,39.928567,13,2013,-75.219982,101557,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101557,6/6/13,Bicycle 1,University - Southwest,58th st northbound lane
south,Philadelphia,lindbergh blvd,elmwood ave,0,4210160102,,39.928547,13,2013,-75.220025,101558,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101558,6/6/13,Bicycle 1,Lower Southwest,58th st southbound lane
north,Philadelphia,cobbs creek parkway,beaumont ave,0,4210160110,,40.08024,2,2013,-75.39869,101560,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101560,6/5/13,Bicycle 1,University - Southwest,59th st northbound lane
east,Philadelphia,shawmont ave,port royal ave,0,4210160108,,40.046643,49,2013,-75.252931,102732,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=102732,7/25/13,Bicycle 1,Lower Northwest,nixon st eastbound lane
east,Philadelphia,shawmont ave,port royal ave,0,4210160108,,40.046589,166,2013,-75.252327,102734,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=102734,7/25/13,Bicycle 1,Lower Northwest,schuylkill river trail eastbound
west,Philadelphia,shawmont ave,port royal ave,0,4210160108,,40.046613,150,2013,-75.252289,102735,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=102735,7/25/13,Bicycle 1,Lower Northwest,schuylkill river trail westbound
west,Philadelphia,23rd st,schuylkill ave,0,4210160103,,39.95128,600,2013,-75.17997,102737,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=102737,7/24/13,Bicycle 1,Central,walnut st bridge
both,Philadelphia,walnut st bridge,locust st,0,4210160103,,39.950856,1229,2013,-75.181203,102740,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=102740,7/24/13,Bicycle 1,Central,schuylkill river trail
both,Philadelphia,locust st,schuylkill river park,0,4210160103,,39.948994,508,2013,-75.182654,102742,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=102742,7/24/13,Bicycle 1,Central,schuylkill river trail
east,Philadelphia,5th st,7th st,0,4210160103,,39.941947,231,2013,-75.151846,103084,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=103084,8/13/13,Bicycle 1,Central,south st
east,Philadelphia,front st,3rd st,0,4210160103,,39.941243,45,2013,-75.146216,103081,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=103081,8/13/13,Bicycle 1,Central,south st
south,Philadelphia,cobbs creek parkway,beaumont ave,0,4210160110,,39.937711,3,2013,-75.233444,101561,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101561,6/5/13,Bicycle 1,University - Southwest,59th st southbound lane,
east,Philadelphia,57th st,58th st,0,4210160111,,39.968166,13,2013,-75.234466,101564,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101564,6/6/13,Bicycle 1,West,haverford ave eastbound lanes,
west,Philadelphia,57th st,58th st,0,4210160111,,39.968205,16,2013,-75.234461,101565,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101565,6/6/13,Bicycle 1,West,haverford ave westbound lanes,
south,Philadelphia,morris st,mifflin st,0,4210160112,,39.927773,111,2013,-75.170689,101422,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101422,5/22/13,Bicycle 1,South,s 15th st,
south,Philadelphia,morris st,mifflin st,0,4210160112,,39.928471,137,2013,-75.173768,101423,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101423,5/22/13,Bicycle 1,South,17th st,
north,Philadelphia,morris st,mifflin st,291,4210160112,,39.927792,127,2013,-75.168881,101424,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101424,5/22/13,Bicycle 1,South,broad st,
south,Philadelphia,morris st,mifflin st,291,4210160112,,39.927825,186,2013,-75.16902,101425,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101425,5/22/13,Bicycle 1,South,broad st,
south,Mercer,cr 635 e state st,yard ave,0,3402174000,,40.220543,45,2012,-74.755418,88110,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88110,3/28/12,Bicycle 1,Trenton City,s clinton ave southbound lanes,
north,Bucks,pa 313 broad st,juniper st,0,4201763048,,40.441511,7,2014,-75.352277,111961,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111961,8/1/14,Bicycle 2,Quakertown Borough,s main st northbound lanes,S
south,Bucks,pa 313 broad st,juniper st,0,4201763048,,40.441523,9,2014,-75.352331,111962,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111962,7/31/14,Bicycle 2,Quakertown Borough,s main st southbound lanes,N
north,Bucks,appletree dr,red cedar dr,0,4201708768,,40.159029,5,2014,-74.849596,111963,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111963,7/31/14,Bicycle 2,Bristol Township,new falls rd northbound lanes,S
south,Bucks,appletree dr,red cedar dr,0,4201708768,,40.15905,7,2014,-74.849652,111964,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111964,7/31/14,Bicycle 2,Bristol Township,new falls rd southbound lanes,N
north,Bucks,s 4th st,s 3rd st,0,4201759384,,40.368908,1,2014,-75.298826,111965,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111965,8/1/14,Bicycle 2,Perkasie Borough,w park ave northbound lanes,S
south,Bucks,s 4th st,s 3rd st,0,4201759384,,40.368898,3,2014,-75.298887,111966,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111966,8/1/14,Bicycle 2,Perkasie Borough,w park ave southbound lanes,N
north,Bucks,ferry st,mechanic st,32,4201753712,,40.362651,99,2014,-74.950973,111969,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111969,7/31/14,Bicycle 2,New Hope Borough,main st northbound lanes,S
south,Bucks,ferry st,mechanic st,32,4201753712,,40.362646,43,2014,-74.951043,111970,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111970,7/31/14,Bicycle 2,New Hope Borough,main st southbound lanes,N
south,Bucks,clover ave,neshaminy rd,13,4201708768,,40.0937621,28,2014,-74.9109909,111981,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111981,7/24/14,Bicycle 2,Bristol Township,bristol pk southbound lanes,N
north,Bucks,virginia ave,mckinley ave,0,4201705616,,40.103552,6,2014,-74.95181,111982,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111982,7/24/14,Bicycle 2,Bensalem Township,knights rd northbound lanes,S
south,Bucks,virginia ave,mckinley ave,0,4201705616,,40.103713,9,2014,-74.951981,111983,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111983,7/24/14,Bicycle 2,Bensalem Township,knights rd southbound lanes,N
north,Bucks,olney ave,street rd,0,4201705616,,40.076315,4,2014,-74.927758,111984,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111984,7/24/14,Bicycle 2,Bensalem Township,state rd northbound lanes,S
south,Bucks,olney ave,street rd,0,4201705616,,40.076417,9,2014,-74.927817,111985,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111985,7/24/14,Bicycle 2,Bensalem Township,state rd southbound lanes,N
south,Gloucester,n repauno ave,cr 673 democrat rd,44,3401528185,,39.824625,6,2014,-75.293477,112620,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112620,10/1/14,Bicycle 2,Greenwich Township,broad st southbound lanes,N
west,Philadelphia,16th st,17th st,0,4210160103,,39.949844,275,2010,-75.168318,71552,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71552,9/23/10,Bicycle 1,Central,walnut st,
south,Philadelphia,walnut st,locust st,0,4210160103,,39.950609,476,2010,-75.178596,70610,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=70610,8/12/10,Bicycle 1,Central,23rd st,
north,Philadelphia,hamilton st,callowhill st,611,4210160103,,39.960083,11,2011,-75.161805,71832,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71832,5/26/11,Bicycle 1,Central,broad st northbound lanes,
south,Philadelphia,pennsylvania ave,hamilton st,0,4210160103,,39.962077,117,2011,-75.173293,71854,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71854,4/1/11,Bicycle 1,Central,21st st,
south,Philadelphia,eakins oval,22nd st,0,4210160103,Parkway southbound lanes under reconstruction,39.962053,6,2011,-75.176659,71860,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71860,8/9/11,Bicycle 1,Central,ben franklin pkwy outer la,
south,Philadelphia,south st,bainbridge st,0,4210160103,,39.942996,57,2010,-75.161827,71629,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71629,11/3/10,Bicycle 1,Central,12th st,
north,Philadelphia,willow st,callowhill st,0,4210160103,,39.958368,125,2011,-75.1504,71792,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71792,3/23/11,Bicycle 1,Central,7th st,
north,Philadelphia,callowhill st,noble st,0,4210160103,,39.959026,24,2011,-75.155277,71801,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71801,3/25/11,Bicycle 1,Central,ridge ave northbound lanes,
south,Philadelphia,callowhill st,noble st,0,4210160103,,39.959055,66,2011,-75.155368,71802,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71802,3/25/11,Bicycle 1,Central,ridge ave southbound lanes,
east,Philadelphia,10th st,11th st,0,4210160103,,39.951596,153,2010,-75.157524,71365,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71365,9/30/10,Bicycle 1,Central,market st eastbound lanes,
north,Philadelphia,arch st,john f kennedy blvd,0,4210160103,,39.954351,116,2011,-75.166472,73548,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=73548,1/15/11,Bicycle 1,Central,16th st,
north,Philadelphia,schuylkill ave,bainbridge st,0,4210160103,,39.945542,15,2011,-75.184459,71585,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71585,5/17/11,Bicycle 1,Central,27th st,
south,Philadelphia,arch st,market st,0,4210160103,,39.951324,50,2011,-75.147042,76345,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=76345,4/28/11,Bicycle 1,Central,4th st,
north,Philadelphia,pa 3 market st,pa 3 john f kennedy blvd,0,4210160103,,39.954483,274,2011,-75.176584,71348,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71348,2/12/11,Bicycle 1,Central,22nd st,
north,Philadelphia,eakins oval,22nd st,0,4210160103,,39.96225014,56,2010,-75.17633327,71859,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71859,11/3/10,Bicycle 1,Central,ben franklin pkwy outer la,
east,Philadelphia,4th st,5th st,0,4210160103,"Monday, January 16, 2012: Martin Luther King Holiday",39.961025,161,2012,-75.145626,84463,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84463,1/17/12,Bicycle 1,Central,spring garden st eastbound lanes,
south,Philadelphia,laurel st,wildey st,0,4210160103,,39.965864,149,2012,-75.140337,84263,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84263,2/10/12,Bicycle 1,Central,2nd st,
west,Philadelphia,27th st,I 76 schuylkill expwy ramps,0,4210160103,,39.946069,885,2014,-75.184851,114827,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114827,10/28/14,Bicycle 2,Central,south st bridge westbound lanes,E
east,Philadelphia,georges la,54th st,0,4210160106,,39.991819,1,2011,-75.232943,79194,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=79194,7/20/11,Bicycle 1,West Park,wynnefield ave eastbound lanes,
east,Philadelphia,montgomery dr,black rd,0,4210160106,,39.984642,10,2010,-75.20604,72299,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=72299,12/8/10,Bicycle 1,West Park,martin luther king jr dr eastbound lanes,
east,Philadelphia,falls bridge,strawberry mansion bridge,0,4210160106,,40.002142,10,2010,-75.192608,72293,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=72293,12/8/10,Bicycle 1,West Park,martin luther king jr dr eastbound lanes,
